"","Selected","lon","lat","parasit_yes","parasit","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"77","FI18_HA70201",25.69772,60.33569,0,0,4.57499980926514,8.23333263397217,25.1783885955811,8.46773254394531,21.7999992370605,-10.8999996185303,32.6999969482422,9.91666603088379,3.29999995231628,15.4166660308838,-5.43333339691162,666,78,33,27.7856121063232,215,112,192,151
"78","FI18_HA70208",25.69772,60.33569,0,0,4.57499980926514,8.23333263397217,25.1783885955811,8.46773254394531,21.7999992370605,-10.8999996185303,32.6999969482422,9.91666603088379,3.29999995231628,15.4166660308838,-5.43333339691162,666,78,33,27.7856121063232,215,112,192,151
"79","FR04_109006_c",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"80","FR04_109007",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"81","FR04_109010",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"82","FR04_109011",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"83","FR04_109014",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"84","FR04_109015",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"85","FR04_109016",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
"86","FR04_109017",-4.352747,47.897121,0,0,12.1208333969116,5.30833339691162,34.6949882507324,3.64582305908203,20.7000007629395,5.40000009536743,15.3000011444092,9.01666641235352,16.5833339691162,16.783332824707,8.05000019073486,1012,131,41,36.2380905151367,381,146,174,349
